sid_total	session_id_total	ip_total	area	origin_channel	grouptype	time_type	year	quarter	month	day	hour
1	1	1	中国 河北 邢台		1	1	2019	3	07	25	23
1	1	1	中国 福建 漳州		1	1	2019	3	07	25	19
3	3	3	中国 江西 赣州		1	1	2019	3	07	25	10
5	5	5	中国 安徽 合肥		1	1	2019	3	07	25	11
2	2	2	中国 陕西		1	1	2019	3	07	25	09
1	1	1	中国 江苏 常州		1	1	2019	3	07	01	13
26	26	26	中国 北京 北京		1	1	2019	3	07	01	15
2	2	2	中国 山西 忻州		1	1	2019	3	07	25	21
1	1	1	中国 湖南 株洲		1	1	2019	3	07	01	16
2	2	2	中国 贵州 贵阳		1	1	2019	3	07	25	21
1	1	1	中国 海南 万宁		1	1	2019	3	07	01	16
1	1	1	中国 江苏 南通		1	1	2019	3	07	25	09
1	1	1	中国 湖北 荆州		1	1	2019	3	07	25	11
4	4	4	中国 黑龙江 哈尔滨		1	1	2019	3	07	25	14
1	1	1	中国 广东 清远		1	1	2019	3	07	25	14
5	5	5	中国 广东 广州		1	1	2019	3	07	25	20
7	7	7	中国 广东		1	1	2019	3	07	01	18
6	6	6	中国 广东 广州		1	1	2019	3	07	25	22
2	2	2	中国 江西		1	1	2019	3	07	25	20
4	4	4	中国 天津 天津		1	1	2019	3	07	25	16
1	1	1	中国 新疆 乌鲁木齐		1	1	2019	3	07	25	18
1	1	1	中国 云南 曲靖		1	1	2019	3	07	25	17
1	1	1	中国 安徽		1	1	2019	3	07	01	13
5	5	5	中国 湖南		1	1	2019	3	07	01	18
6	6	5	中国 浙江 杭州		1	1	2019	3	07	01	21
2	2	2	中国 河南 郑州		1	1	2019	3	07	25	17
9	9	9	中国 湖北 武汉		1	1	2019	3	07	25	12
1	1	1	中国 黑龙江 鸡西		1	1	2019	3	07	25	09
3	3	3	中国 河南 漯河		1	1	2019	3	07	01	14
6	6	6	中国 广东 广州		1	1	2019	3	07	25	19
1	1	1	中国 广东 中山		1	1	2019	3	07	01	16
2	2	1	中国 黑龙江 黑河		1	1	2019	3	07	25	17
4	4	4	中国 江苏		1	1	2019	3	07	01	12
1	1	1	中国 四川 雅安		1	1	2019	3	07	01	20
2	2	2	中国 内蒙古 乌兰察布		1	1	2019	3	07	01	15
3	3	3	中国 四川 成都		1	1	2019	3	07	01	14
1	1	1	中国 山东 济南		1	1	2019	3	07	25	16
2	2	2	中国 四川 成都		1	1	2019	3	07	01	13
1	1	1	中国 云南 临沧		1	1	2019	3	07	01	16
1	1	1	中国 湖北 咸宁		1	1	2019	3	07	01	20
4	4	4	中国 广东 佛山		1	1	2019	3	07	01	19
1	1	1	中国 江苏 淮安		1	1	2019	3	07	25	17
1	1	1	中国 河南 安阳		1	1	2019	3	07	01	14
1	1	1	中国 河南 平顶山		1	1	2019	3	07	01	20
1	1	1	中国 辽宁 铁岭		1	1	2019	3	07	25	10
2	2	2	中国 湖南 长沙		1	1	2019	3	07	25	22
1	1	1	中国 辽宁 锦州		1	1	2019	3	07	01	15
2	2	2	中国 山西 晋城		1	1	2019	3	07	25	22
3	3	3	中国 浙江 杭州		1	1	2019	3	07	01	22
1	1	1	中国 重庆 重庆		1	1	2019	3	07	25	16
1	1	1	中国 河南 商丘		1	1	2019	3	07	01	09
1	1	1	中国 湖北 恩施土家族苗族自治州		1	1	2019	3	07	25	16
1	1	1	中国 广西 百色		1	1	2019	3	07	01	11
1	1	1	中国 辽宁 葫芦岛		1	2	2019	3	07	25	
3	3	3	中国 湖南 长沙		1	1	2019	3	07	01	09
1	1	1	中国 湖南 永州		1	1	2019	3	07	01	15
3	3	2	中国 山东		1	1	2019	3	07	01	09
3	3	3	中国 云南 昭通		1	2	2019	3	07	01	
1	1	1	中国 福建 龙岩		1	1	2019	3	07	01	11
5	5	5	中国 湖南 长沙		1	1	2019	3	07	25	11
1	1	1	中国 江苏 苏州		1	1	2019	3	07	25	10
1	1	1	中国 吉林 长春		1	1	2019	3	07	25	11
1	1	1	中国 江西 赣州		1	1	2019	3	07	01	16
1	1	1	中国 辽宁 大连		1	1	2019	3	07	25	22
1	1	1	中国 广东 惠州		1	1	2019	3	07	25	19
1	1	1	中国 陕西 渭南		1	1	2019	3	07	01	11
1	1	1	中国 湖北 恩施土家族苗族自治州		1	1	2019	3	07	01	22
4	4	4	中国 四川 成都		1	1	2019	3	07	01	22
1	1	1	中国 贵州 贵阳		1	1	2019	3	07	25	22
1	1	1	中国 云南 丽江		1	1	2019	3	07	01	17
1	1	1	中国 浙江 金华		1	1	2019	3	07	01	17
1	1	1	中国 浙江 衢州		1	1	2019	3	07	01	15
1	1	1	中国 吉林		1	1	2019	3	07	25	12
3	3	3	中国 辽宁 沈阳		1	1	2019	3	07	01	14
1	1	1	中国 广东 汕尾		1	1	2019	3	07	25	21
1	1	1	中国 广西 南宁		1	1	2019	3	07	25	09
1	1	1	中国 陕西		1	1	2019	3	07	25	13
2	2	2	中国 江西 九江		1	1	2019	3	07	01	21
1	1	1	中国 广东 江门		1	1	2019	3	07	01	16
1	1	1	中国 四川 泸州		1	2	2019	3	07	01	
1	1	1	中国 黑龙江 七台河		1	2	2019	3	07	01	
1	1	1	中国 山东 菏泽		1	1	2019	3	07	25	18
28	28	26	中国 山东		1	2	2019	3	07	01	
1	1	1	中国 湖北 黄石		1	1	2019	3	07	01	09
1	1	1	中国 河南 洛阳		1	1	2019	3	07	01	14
13	13	13	中国 江苏 常州		1	2	2019	3	07	25	
1	1	1	中国 湖南 湘西土家族苗族自治州		1	1	2019	3	07	01	21
12	12	12	中国 广东 湛江		1	2	2019	3	07	25	
1	1	1	中国 辽宁 辽阳		1	1	2019	3	07	01	09
82	82	80	中国 湖北 武汉		1	2	2019	3	07	25	
1	1	1	中国 山西 忻州		1	1	2019	3	07	01	13
69	69	62	中国 广东		1	2	2019	3	07	25	
1	1	1	中国 河北 沧州		1	1	2019	3	07	01	19
11	11	10	中国 山东 淄博		1	2	2019	3	07	25	
1	1	1	中国 广西 河池		1	1	2019	3	07	25	11
3	3	3	中国 江西 南昌		1	1	2019	3	07	25	15
1	1	1	中国 陕西 咸阳		1	1	2019	3	07	01	08
5	5	4	中国 江苏 淮安		1	2	2019	3	07	01	
1	1	1	中国 江苏 淮安		1	1	2019	3	07	01	17
51	51	48	中国 湖南		1	2	2019	3	07	01	
2	2	2	中国 广东 江门		1	1	2019	3	07	01	12
1	1	1	中国 海南		1	1	2019	3	07	25	20
1	1	1	中国 山东 莱芜		1	1	2019	3	07	01	22
5	5	4	中国 内蒙古 乌兰察布		1	2	2019	3	07	25	
1	1	1	中国 湖南 衡阳		1	1	2019	3	07	01	20
10	10	9	中国 内蒙古 呼和浩特		1	2	2019	3	07	01	
2	2	2	中国 上海 上海		1	1	2019	3	07	25	07
2	2	2	中国 安徽 马鞍山		1	2	2019	3	07	01	
1	1	1	中国 江西 赣州		1	1	2019	3	07	25	21
1	1	1	中国 云南 昭通		1	1	2019	3	07	01	11
1	1	1	中国 广东 汕头		1	1	2019	3	07	25	08
1	1	1	中国 山东 滨州		1	1	2019	3	07	01	16
1	1	1	中国 海南		1	1	2019	3	07	01	13
1	1	1	中国 江苏 无锡		1	1	2019	3	07	01	16
1	1	1	奥地利 奥地利		1	2	2019	3	07	01	
1	1	1	中国 湖南 湘西土家族苗族自治州		1	1	2019	3	07	25	21
1	1	1	中国 广西 玉林		1	1	2019	3	07	25	13
5	5	5	中国 湖南 郴州		1	2	2019	3	07	25	
1	1	1	中国 福建 厦门		1	1	2019	3	07	01	17
1	1	1	德国 巴伐利亚州		1	2	2019	3	07	01	
3	3	3	中国 辽宁 大连		1	1	2019	3	07	01	11
2	2	2	中国 安徽 芜湖		1	2	2019	3	07	25	
10	10	9	中国 内蒙古 呼和浩特		1	2	2019	3	07	25	
1	1	1	中国 甘肃 武威		1	2	2019	3	07	01	
6	6	6	中国 广东 东莞		1	1	2019	3	07	01	11
2	2	2	中国 江西 抚州		1	2	2019	3	07	25	
1	1	1	中国 河北 保定		1	1	2019	3	07	01	12
3	3	2	中国 黑龙江 黑河		1	2	2019	3	07	25	
4	4	4	中国 浙江		1	1	2019	3	07	25	18
1	1	1	中国 海南 琼海		1	2	2019	3	07	25	
1	1	1	中国 山西		1	1	2019	3	07	01	19
1	1	1	中国 江西 宜春		1	1	2019	3	07	01	20
1	1	1	中国 湖北 鄂州		1	2	2019	3	07	01	
1	1	1	中国 广西 南宁		1	1	2019	3	07	25	10
1	1	1	中国 四川 乐山		1	1	2019	3	07	25	17
2	2	2	中国 甘肃 天水		1	2	2019	3	07	25	
5	5	5	中国 湖南 长沙		1	1	2019	3	07	01	11
8	8	8	中国 上海 上海		1	1	2019	3	07	01	11
1	1	1	中国 四川 雅安		1	2	2019	3	07	01	
5	5	5	中国 中国		1	1	2019	3	07	25	20
3	3	3	中国 广西 梧州		1	2	2019	3	07	01	
1	1	1	中国 广东 揭阳		1	1	2019	3	07	01	17
5	5	5	中国 河南 焦作		1	2	2019	3	07	01	
1	1	1	中国 香港		1	1	2019	3	07	25	17
10	10	8	中国 广东 河源		1	2	2019	3	07	25	
2	2	2	中国 湖南 株洲		1	1	2019	3	07	01	15
11	11	11	中国 辽宁 大连		1	2	2019	3	07	01	
1	1	1	中国 山东 淄博		1	1	2019	3	07	01	20
8	8	7	中国 四川 绵阳		1	2	2019	3	07	25	
4	4	4	中国 湖北 黄冈		1	2	2019	3	07	25	
7	7	7	中国 四川 成都		1	1	2019	3	07	25	18
2	2	2	中国 安徽		1	1	2019	3	07	25	09
2	2	2	中国 香港		1	2	2019	3	07	01	
2	2	2	中国 甘肃		1	1	2019	3	07	01	20
4	4	4	中国 山西 长治		1	2	2019	3	07	01	
1	1	1	中国 甘肃 白银		1	1	2019	3	07	01	10
17	17	17	中国 陕西		1	2	2019	3	07	01	
3	3	3	中国 河北 石家庄		1	1	2019	3	07	01	16
11	11	11	中国 山东 临沂		1	2	2019	3	07	25	
4	4	4	中国 浙江		1	1	2019	3	07	25	20
7	7	7	中国 浙江 绍兴		1	2	2019	3	07	01	
8	8	8	中国 广东 广州		1	1	2019	3	07	25	12
1	1	1	中国 浙江 绍兴		1	1	2019	3	07	25	22
27	27	24	中国 福建 泉州		1	2	2019	3	07	25	
1	1	1	中国 浙江 温州		1	1	2019	3	07	01	19
1	1	1	中国 湖北 武汉		1	1	2019	3	07	01	23
5	5	5	中国 山东 济南		1	1	2019	3	07	25	10
3	3	3	中国 河北		1	1	2019	3	07	25	22
1	1	1	中国 甘肃 庆阳		1	1	2019	3	07	25	19
3	3	3	中国 陕西 西安		1	1	2019	3	07	25	17
2	2	2	中国 湖南 株洲		1	1	2019	3	07	25	22
3	3	3	中国 江苏 南京		1	1	2019	3	07	25	22
2	2	2	中国 云南 昆明		1	1	2019	3	07	01	16
1	1	1	中国 海南		1	1	2019	3	07	25	18
7	7	7	中国 北京 北京		1	1	2019	3	07	01	08
3	3	2	中国 福建 泉州		1	1	2019	3	07	01	16
2	2	2	中国 甘肃 兰州		1	1	2019	3	07	25	21
2	2	2	未知		1	1	2019	3	07	25	22
3	3	3	中国 广东 佛山		1	1	2019	3	07	01	21
1	1	1	中国 福建 南平		1	1	2019	3	07	01	22
3	3	3	中国 山西		1	1	2019	3	07	01	18
3	3	3	中国 河南 安阳		1	1	2019	3	07	01	12
1	1	1	中国 山西 大同		1	1	2019	3	07	25	16
1	1	1	中国 山东 烟台		1	1	2019	3	07	25	17
2	2	2	中国 河北 唐山		1	1	2019	3	07	01	14
4	4	4	中国 江西 南昌		1	1	2019	3	07	01	14
1	1	1	中国 福建 厦门		1	1	2019	3	07	25	20
2	2	2	中国 山东 临沂		1	1	2019	3	07	01	22
1	1	1	中国 重庆 重庆		1	1	2019	3	07	25	13
4	4	4	中国 四川 成都		1	1	2019	3	07	25	20
1	1	1	中国 内蒙古 乌兰察布		1	1	2019	3	07	25	10
1	1	1	中国 河南 信阳		1	1	2019	3	07	01	10
1	1	1	中国 广西 柳州		1	1	2019	3	07	25	12
3	3	3	中国 浙江 宁波		1	1	2019	3	07	25	20
4	4	2	中国 四川 达州		1	2	2019	3	07	01	
3	3	3	中国 河南 安阳		1	1	2019	3	07	25	12
1	1	1	中国 江苏 南通		1	1	2019	3	07	01	21
1	1	1	中国 辽宁 锦州		1	1	2019	3	07	01	09
1	1	1	中国 甘肃 天水		1	1	2019	3	07	25	20
1	1	1	中国 广东 肇庆		1	1	2019	3	07	01	15
1	1	1	中国 河南 信阳		1	1	2019	3	07	25	21
1	1	1	中国 黑龙江 鸡西		1	1	2019	3	07	01	09
5	5	5	中国 河北 石家庄		1	1	2019	3	07	01	15
2	2	2	中国 黑龙江		1	1	2019	3	07	25	22
1	1	1	中国 山东 枣庄		1	1	2019	3	07	01	19
3	3	3	中国 福建 厦门		1	1	2019	3	07	25	15
1	1	1	中国 江西		1	1	2019	3	07	25	17
1	1	1	中国 福建 厦门		1	1	2019	3	07	25	17
1	1	1	中国 江西 宜春		1	1	2019	3	07	01	11
3	3	3	中国 浙江		1	1	2019	3	07	25	11
1	1	1	中国 安徽 滁州		1	1	2019	3	07	25	21
1	1	1	中国 河南 商丘		1	1	2019	3	07	01	12
1	1	1	中国 贵州 铜仁		1	1	2019	3	07	25	10
1	1	1	中国 河南 驻马店		1	1	2019	3	07	25	10
1	1	1	中国 江西 上饶		1	1	2019	3	07	25	12
1	1	1	中国 福建 泉州		1	1	2019	3	07	01	09
1	1	1	中国 福建 泉州		1	1	2019	3	07	25	14
2	2	2	中国 山东 淄博		1	1	2019	3	07	01	18
1	1	1	中国 山东		1	1	2019	3	07	25	08
1	1	1	中国 广东 汕头		1	1	2019	3	07	01	21
2	2	2	中国 广西 南宁		1	1	2019	3	07	01	13
1	1	1	中国 广西 钦州		1	1	2019	3	07	25	20
1	1	1	中国 江苏 连云港		1	1	2019	3	07	01	16
1	1	1	中国 湖南 岳阳		1	1	2019	3	07	25	09
1	1	1	中国 吉林 长春		1	1	2019	3	07	01	11
2	2	1	中国 河南 开封		1	1	2019	3	07	01	17
3	3	3	中国 云南 普洱		1	2	2019	3	07	01	
3	3	3	中国 广东 惠州		1	1	2019	3	07	25	17
1	1	1	中国 河北 廊坊		1	1	2019	3	07	01	22
8	8	8	中国 河南 漯河		1	2	2019	3	07	01	
1	1	1	中国 河北 廊坊		1	1	2019	3	07	25	08
1	1	1	中国 山西 运城		1	1	2019	3	07	25	12
1	1	1	中国 湖北 荆州		1	1	2019	3	07	01	10
1	1	1	中国 内蒙古		1	1	2019	3	07	25	11
1	1	1	中国 广东 揭阳		1	1	2019	3	07	01	22
1	1	1	中国 湖南 衡阳		1	1	2019	3	07	25	13
1	1	1	中国 江苏 苏州		1	1	2019	3	07	01	15
2	2	1	中国 黑龙江 大庆		1	1	2019	3	07	25	22
1	1	1	中国 广东 清远		1	1	2019	3	07	01	17
1	1	1	中国 浙江 台州		1	1	2019	3	07	01	15
1	1	1	中国 贵州 铜仁		1	1	2019	3	07	01	10
1	1	1	中国 山东 德州		1	1	2019	3	07	25	10
1	1	1	中国 广东 茂名		1	1	2019	3	07	25	14
1	1	1	中国 河南 商丘		1	1	2019	3	07	01	08
1	1	1	中国 四川 广安		1	1	2019	3	07	01	18
1	1	1	中国 江西 九江		1	1	2019	3	07	01	12
1	1	1	中国 四川 泸州		1	1	2019	3	07	25	10
1	1	1	中国 河南 濮阳		1	1	2019	3	07	25	15
3	3	3	中国 江苏 南京		1	1	2019	3	07	25	17
6	6	5	中国 四川		1	1	2019	3	07	01	12
22	22	22	中国 广东 深圳		1	1	2019	3	07	01	15
1	1	1	中国 湖北 孝感		1	1	2019	3	07	25	14
1	1	1	中国 天津 天津		1	1	2019	3	07	01	19
21	21	19	中国 北京 北京		1	1	2019	3	07	01	10
9	9	9	中国 湖北 武汉		1	1	2019	3	07	01	12
4	4	4	中国 浙江 绍兴		1	1	2019	3	07	01	18
3	3	3	中国 甘肃		1	1	2019	3	07	25	21
4	4	4	中国 河南		1	1	2019	3	07	01	09
5	5	4	中国 湖南 长沙		1	1	2019	3	07	25	10
1	1	1	中国 山东 青岛		1	1	2019	3	07	01	21
1	1	1	中国 河北 邯郸		1	1	2019	3	07	25	23
2	2	2	中国 山东		1	1	2019	3	07	25	20
3	3	2	中国 山西		1	1	2019	3	07	01	11
8	8	8	中国 广东 广州		1	1	2019	3	07	01	12
19	19	19	中国 广东 深圳		1	1	2019	3	07	25	18
2	2	2	中国 安徽 合肥		1	1	2019	3	07	01	12
4	4	4	中国 贵州 贵阳		1	1	2019	3	07	25	16
6	6	6	中国 广东 广州		1	1	2019	3	07	01	13
1	1	1	中国 山西 大同		1	1	2019	3	07	01	14
1	1	1	中国 云南		1	1	2019	3	07	25	20
1	1	1	中国 广西 河池		1	1	2019	3	07	01	20
13	13	12	中国 上海 上海		1	1	2019	3	07	25	12
2	2	2	中国 山西 太原		1	1	2019	3	07	01	20
5	5	5	中国 湖南		1	1	2019	3	07	25	11
5	5	5	中国 河南		1	1	2019	3	07	01	20
1	1	1	中国 河南 新乡		1	1	2019	3	07	25	17
1	1	1	中国 河北 邯郸		1	1	2019	3	07	01	09
4	4	4	中国 河北		1	1	2019	3	07	01	16
3	3	3	中国 河北 保定		1	1	2019	3	07	01	17
3	3	3	中国 福建 三明		1	2	2019	3	07	25	
1	1	1	中国 甘肃 临夏回族自治州		1	1	2019	3	07	01	14
2	2	2	中国 河南 信阳		1	1	2019	3	07	01	15
1	1	1	中国 山东 潍坊		1	1	2019	3	07	01	22
5	5	5	中国 浙江 杭州		1	1	2019	3	07	25	17
2	2	2	中国 中国		1	1	2019	3	07	25	14
6	6	6	中国 重庆 重庆		1	1	2019	3	07	01	10
9	9	9	中国 广东 广州		1	1	2019	3	07	25	10
1	1	1	中国 辽宁 大连		1	1	2019	3	07	25	08
1	1	1	中国 河南 驻马店		1	1	2019	3	07	25	14
2	2	2	中国 广东 茂名		1	1	2019	3	07	25	11
1	1	1	中国 山东 菏泽		1	1	2019	3	07	25	22
3	3	3	中国 重庆 重庆		1	1	2019	3	07	25	09
2	2	2	中国 吉林		1	1	2019	3	07	25	15
4	4	4	中国 山西 长治		1	2	2019	3	07	25	
1	1	1	中国 河北		1	1	2019	3	07	25	13
1	1	1	中国 广西 桂林		1	1	2019	3	07	01	15
2	2	1	中国 广东 阳江		1	1	2019	3	07	25	20
1	1	1	中国 湖南 衡阳		1	1	2019	3	07	01	16
1	1	1	中国 江西 赣州		1	1	2019	3	07	25	12
2	2	2	中国 江西 吉安		1	1	2019	3	07	25	22
7	7	7	中国 河南 郑州		1	1	2019	3	07	25	11
2	2	2	中国 福建 龙岩		1	1	2019	3	07	01	10
1	1	1	中国 四川 绵阳		1	1	2019	3	07	01	11
5	5	5	未知		1	1	2019	3	07	25	12
4	4	4	中国 浙江 杭州		1	1	2019	3	07	01	19
1	1	1	中国 山东 滨州		1	1	2019	3	07	25	21
1	1	1	中国 山东 青岛		1	1	2019	3	07	25	14
2	2	2	中国 江苏 宿迁		1	1	2019	3	07	25	21
1	1	1	中国 河北 沧州		1	1	2019	3	07	01	09
2	2	2	中国 广东 河源		1	1	2019	3	07	25	15
1	1	1	中国 陕西 咸阳		1	1	2019	3	07	25	14
1	1	1	中国 广西		1	1	2019	3	07	25	15
1	1	1	中国 广东 惠州		1	1	2019	3	07	01	20
1	1	1	中国 甘肃		1	1	2019	3	07	01	09
1	1	1	中国 广东 韶关		1	1	2019	3	07	25	19
2	2	2	中国 江苏 苏州		1	1	2019	3	07	01	11
1	1	1	中国 云南 临沧		1	1	2019	3	07	01	17
4	4	4	中国 重庆 重庆		1	1	2019	3	07	01	11
2	2	2	中国 广东 佛山		1	1	2019	3	07	01	16
2	2	2	中国 湖南 常德		1	1	2019	3	07	01	20
1	1	1	中国 广东 潮州		1	1	2019	3	07	25	21
1	1	1	中国 黑龙江 牡丹江		1	1	2019	3	07	25	10
2	2	2	中国 云南 楚雄彝族自治州		1	2	2019	3	07	01	
1	1	1	中国 甘肃		1	1	2019	3	07	25	14
3	3	3	中国 云南		1	1	2019	3	07	01	15
1	1	1	中国 湖北 宜昌		1	1	2019	3	07	25	19
1	1	1	中国 广东 潮州		1	1	2019	3	07	01	21
1	1	1	中国 广西 柳州		1	1	2019	3	07	25	20
6	6	6	中国 河北 邢台		1	2	2019	3	07	01	
1	1	1	中国 山东		1	1	2019	3	07	25	11
1	1	1	中国 湖南 岳阳		1	1	2019	3	07	25	11
1	1	1	中国 河南 商丘		1	1	2019	3	07	01	10
1	1	1	中国 江西 南昌		1	1	2019	3	07	25	10
1	1	1	中国 黑龙江 哈尔滨		1	1	2019	3	07	01	10
2	2	2	中国 贵州 遵义		1	1	2019	3	07	25	09
1	1	1	中国 安徽 池州		1	1	2019	3	07	01	23
1	1	1	中国 湖南 常德		1	1	2019	3	07	25	17
1	1	1	中国 四川 甘孜藏族自治州		1	1	2019	3	07	25	16
1	1	1	中国 河北 保定		1	1	2019	3	07	25	15
1	1	1	中国 江西 吉安		1	1	2019	3	07	01	11
2	2	2	中国 山东 济宁		1	1	2019	3	07	25	08
1	1	1	中国 云南		1	1	2019	3	07	25	09
1	1	1	中国 山东 烟台		1	1	2019	3	07	25	11
1	1	1	中国 河北 廊坊		1	1	2019	3	07	25	11
1	1	1	中国 山东 莱芜		1	1	2019	3	07	25	22
1	1	1	中国 贵州 黔东南苗族侗族自治州		1	1	2019	3	07	01	09
1	1	1	中国 湖南 张家界		1	1	2019	3	07	25	13
2	2	1	中国 广东 广州		1	1	2019	3	07	01	08
1	1	1	中国 河北 唐山		1	1	2019	3	07	01	10
1	1	1	中国 辽宁 铁岭		1	1	2019	3	07	01	10
1	1	1	中国 山东 济南		1	1	2019	3	07	25	09
1	1	1	中国 新疆 哈密		1	1	2019	3	07	25	12
1	1	1	局域网 局域网		1	1	2019	3	07	01	09
5	5	5	中国 湖南 长沙		1	1	2019	3	07	25	20
3	3	3	中国 江西 南昌		1	1	2019	3	07	01	15
1	1	1	中国 江苏 扬州		1	1	2019	3	07	25	20
1	1	1	中国 湖北 潜江		1	1	2019	3	07	25	13
1	1	1	中国 广东 佛山		1	1	2019	3	07	25	17
1	1	1	中国 甘肃		1	1	2019	3	07	25	23
2	2	2	中国 山西		1	1	2019	3	07	25	21
6	6	5	中国 重庆 重庆		1	1	2019	3	07	25	19
4	4	4	中国 广东 佛山		1	1	2019	3	07	25	19
1	1	1	中国 安徽 安庆		1	1	2019	3	07	01	22
2	2	2	中国 山西 临汾		1	1	2019	3	07	25	09
1	1	1	中国 广西		1	1	2019	3	07	01	09
1	1	1	中国 云南 昭通		1	1	2019	3	07	25	11
1	1	1	中国 江西 九江		1	1	2019	3	07	01	13
1	1	1	中国 云南 大理白族自治州		1	2	2019	3	07	01	
3	3	2	中国 福建 泉州		1	1	2019	3	07	25	16
3	3	3	中国 江苏 泰州		1	1	2019	3	07	01	22
2	2	2	中国 广西		1	1	2019	3	07	25	22
4	4	3	中国 江苏 南京		1	1	2019	3	07	01	19
15	15	14	中国 广东 广州		1	1	2019	3	07	01	16
1	1	1	中国 湖南 郴州		1	1	2019	3	07	01	11
2	2	2	中国 山东 淄博		1	1	2019	3	07	25	18
1	1	1	中国 云南 普洱		1	1	2019	3	07	25	20
2	2	2	中国 湖南 长沙		1	1	2019	3	07	01	14
7	7	7	中国 河南 郑州		1	1	2019	3	07	01	16
2	2	2	中国 贵州		1	1	2019	3	07	25	15
4	4	4	中国 四川 成都		1	1	2019	3	07	25	17
2	2	2	中国 山西 忻州		1	1	2019	3	07	25	22
1	1	1	中国 安徽 六安		1	1	2019	3	07	01	15
4	4	4	中国 湖北 武汉		1	1	2019	3	07	01	22
4	4	4	中国 河南		1	1	2019	3	07	25	09
5	5	5	未知		1	1	2019	3	07	01	12
3	3	3	中国 广东 汕头		1	1	2019	3	07	25	16
1	1	1	中国 广西 柳州		1	1	2019	3	07	01	20
2	2	2	中国 山西 临汾		1	1	2019	3	07	01	09
2	2	2	中国 福建 厦门		1	1	2019	3	07	25	21
1	1	1	中国 湖北 黄石		1	1	2019	3	07	25	14
1	1	1	中国 湖南 衡阳		1	1	2019	3	07	25	12
2	2	2	中国 江苏 常州		1	1	2019	3	07	01	10
2	2	2	中国 河南 南阳		1	1	2019	3	07	01	22
2	2	2	中国 浙江 金华		1	1	2019	3	07	01	13
5	6	4	中国 江苏 苏州		1	1	2019	3	07	25	13
2	2	2	中国 江苏 盐城		1	1	2019	3	07	01	13
1	1	1	中国 江苏 无锡		1	1	2019	3	07	25	19
5	5	4	中国 四川 成都		1	1	2019	3	07	01	21
2	2	2	中国 河南 安阳		1	1	2019	3	07	25	20
1	1	1	中国 安徽 芜湖		1	1	2019	3	07	01	13
1	1	1	中国 陕西		1	1	2019	3	07	01	11
4	4	4	中国 广东 梅州		1	2	2019	3	07	01	
1	1	1	中国 广东 汕头		1	1	2019	3	07	25	14
1	1	1	中国 陕西 商洛		1	1	2019	3	07	25	14
1	1	1	中国 福建 宁德		1	1	2019	3	07	25	14
4	4	4	中国 浙江 杭州		1	1	2019	3	07	25	19
2	2	2	中国 山东 淄博		1	1	2019	3	07	01	11
1	1	1	中国 云南 曲靖		1	1	2019	3	07	01	17
2	2	2	中国 湖北		1	1	2019	3	07	25	23
1	1	1	中国 广西 玉林		1	1	2019	3	07	25	21
1	1	1	中国 广东 揭阳		1	1	2019	3	07	25	22
6	6	5	中国 重庆 重庆		1	1	2019	3	07	25	14
1	1	1	中国 黑龙江 哈尔滨		1	1	2019	3	07	25	19
1	1	1	中国 辽宁 大连		1	1	2019	3	07	25	13
1	1	1	中国 云南 临沧		1	1	2019	3	07	25	17
1	1	1	中国 山东 莱芜		1	1	2019	3	07	01	12
1	1	1	中国 山东 济宁		1	1	2019	3	07	25	13
1	1	1	中国 山西 吕梁		1	1	2019	3	07	25	15
1	1	1	中国 广西 南宁		1	1	2019	3	07	25	18
3	3	2	中国 山东 青岛		1	1	2019	3	07	01	20
3	3	3	中国 湖北		1	1	2019	3	07	25	13
3	3	3	中国 湖南 长沙		1	1	2019	3	07	25	15
1	1	1	未知		1	1	2019	3	07	25	13
2	2	2	中国 辽宁 大连		1	1	2019	3	07	01	17
1	1	1	中国 广西 百色		1	1	2019	3	07	01	09
1	1	1	中国 广西 柳州		1	1	2019	3	07	01	09
4	4	4	中国 云南 红河哈尼族彝族自治州		1	2	2019	3	07	01	
1	1	1	中国 宁夏		1	1	2019	3	07	25	14
1	1	1	中国 江苏 连云港		1	1	2019	3	07	25	20
2	2	2	中国 湖南		1	1	2019	3	07	01	14
3	3	3	中国 河南 郑州		1	1	2019	3	07	01	14
1	1	1	中国 湖北 孝感		1	1	2019	3	07	01	21
1	1	1	中国 湖北 武汉		1	1	2019	3	07	25	19
1	1	1	中国 海南 海口		1	1	2019	3	07	25	19
1	1	1	中国 湖北		1	1	2019	3	07	01	08
1	1	1	中国 宁夏		1	1	2019	3	07	01	09
2	2	2	中国 山西 太原		1	1	2019	3	07	01	11
3	3	3	中国 四川		1	1	2019	3	07	25	09
4	4	3	中国 浙江 杭州		1	1	2019	3	07	01	13
1	1	1	中国 山东 济宁		1	1	2019	3	07	01	13
4	4	3	中国 福建 泉州		1	1	2019	3	07	01	10
1	1	1	中国 河北		1	1	2019	3	07	25	14
1	1	1	中国 贵州 铜仁		1	1	2019	3	07	25	14
1	1	1	中国 山东 济宁		1	1	2019	3	07	25	20
1	1	1	中国 四川 资阳		1	1	2019	3	07	01	10
1	1	1	中国 云南		1	1	2019	3	07	25	10
1	1	1	中国 山西		1	1	2019	3	07	25	19
1	1	1	中国 广西 百色		1	1	2019	3	07	25	09
1	1	1	中国 湖南 娄底		1	1	2019	3	07	01	21
1	1	1	中国 浙江 温州		1	1	2019	3	07	25	12
